Manufacturer;Name;Number of Rollers;FTF;BSF;BPFO;BPFI
FAG;NUP213E;16;0.42;3.03;6.71;9.28
FAG;NUP214E;17;0.42;3.2;7.2;9.79
FAG;NUP214(ETVP2);17;0.42;3.2;7.2;9.79
FAG;NUP215E;18;0.42;3.37;7.69;10.3
FAG;NUP216E;18;0.42;3.4;7.7;10.29
FAG;NUP216(ETVP2);18;0.42;3.4;7.7;10.29
FAG;NUP217E;17;0.42;3.21;7.2;9.79
FAG;NUP218E;17;0.42;3.24;7.21;9.78
FAG;NUP219E;17;0.42;3.1;7.16;9.83
FAG;NUP219(ETVP2);17;0.42;3.1;7.16;9.83
FAG;NUP2206E;13;0.4;2.48;5.24;7.75
FAG;NUP2207E;14;0.4;2.6;5.7;8.29
FAG;NUP2207(E);14;0.4;2.6;5.7;8.29
FAG;NUP2209E;15;0.41;2.89;6.24;8.76
FAG;NUP2210E;16;0.42;3.12;6.75;9.24
FAG;NUP2211E;17;0.42;3.17;7.19;9.8
FAG;NUP2212E;16;0.41;2.99;6.69;9.3
FAG;NUP2212(E);16;0.41;2.99;6.69;9.3
FAG;NUP2213E;16;0.42;3.03;6.71;9.28
FAG;NUP2214E;17;0.42;3.2;7.2;9.79
FAG;NUP2215E;18;0.42;3.37;7.69;10.3
FAG;NUP2215(E);18;0.42;3.37;7.69;10.3
FAG;NUP2216E;18;0.42;3.4;7.7;10.29
FAG;NUP2217E;17;0.42;3.21;7.2;9.79
FAG;NUP2218E;17;0.42;3.24;7.21;9.78
FAG;NUP2218(E);17;0.42;3.24;7.21;9.78
FAG;NUP2219E;17;0.42;3.1;7.16;9.83
FAG;NUP221E;17;0.42;3.15;7.18;9.81
FAG;NUP221(ETVP2);17;0.42;3.15;7.18;9.81
FAG;NUP2220E;17;0.42;3.12;7.17;9.82
FAG;NUP2220(E);17;0.42;3.12;7.17;9.82
FAG;NUP2222E;17;0.42;3.18;7.19;9.8
FAG;NUP2226E;17;0.42;3.16;7.18;9.81
FAG;NUP2226(E);17;0.42;3.16;7.18;9.81
FAG;NUP2228E;19;0.42;3.44;8.15;10.85
FAG;NUP222E;17;0.42;3.18;7.19;9.8
FAG;NUP2230E;19;0.42;3.46;8.15;10.84
FAG;NUP2232E;18;0.42;3.26;7.65;10.34
FAG;NUP2232(E);18;0.42;3.26;7.65;10.34
FAG;NUP2234E;17;0.42;3.11;7.17;9.82
FAG;NUP2236E;18;0.42;3.25;7.64;10.35
FAG;NUP2238E;18;0.42;3.27;7.65;10.34
FAG;NUP2238(E);18;0.42;3.27;7.65;10.34
FAG;NUP224E;17;0.42;3.18;7.19;9.8
FAG;NUP226E;17;0.42;3.16;7.18;9.81
FAG;NUP226(ETVP2);17;0.42;3.16;7.18;9.81
FAG;NUP228E;19;0.42;3.44;8.15;10.85
FAG;NUP2305E;11;0.38;2.08;4.25;6.75
FAG;NUP2305E.TVP2;11;0.38;2.08;4.25;6.75
FAG;NUP2306E;12;0.39;2.23;4.71;7.28
FAG;NUP2306E.TVP2;13;0.38;1.97;4.95;8.04
FAG;NUP2307E;12;0.39;2.32;4.76;7.23
FAG;NUP2308E;12;0.39;2.25;4.72;7.27
FAG;NUP2308E.TVP2;12;0.39;2.25;4.72;7.27
FAG;NUP2309E;13;0.39;2.34;5.17;7.82
FAG;NUP2309E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NUP230E;19;0.42;3.46;8.15;10.84
FAG;NUP2310E;13;0.4;2.43;5.21;7.78
FAG;NUP2310VH;13;0.38;1.97;4.95;8.05
FAG;NUP2311E;13;0.39;2.35;5.17;7.82
FAG;NUP2311E.TVP2;13;0.39;2.35;5.17;7.82
FAG;NUP2311VH;13;0.38;1.97;4.95;8.04
FAG;NUP2312E;13;0.4;2.42;5.21;7.78
FAG;NUP2312E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NUP2312VH;14;0.38;2.14;5.44;8.55
FAG;NUP2313E;13;0.39;2.36;5.18;7.81
FAG;NUP2313VH;14;0.38;2.14;5.44;8.55
FAG;NUP2314E;13;0.4;2.42;5.21;7.78
FAG;NUP2314E.TVP2;13;0.4;2.42;5.21;7.78
FAG;NUP2314VH;14;0.38;2.14;5.44;8.55
FAG;NUP2315E;13;0.39;2.37;5.18;7.81
FAG;NUP2315E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NUP2315MSKR;13;0.39;2.37;5.18;7.81
FAG;NUP2315VH;14;0.38;2.14;5.44;8.55
FAG;NUP2316VH;14;0.38;2.14;5.44;8.55
FAG;NUP2317E.TVP2;13;0.4;2.48;5.23;7.76
FAG;NUP2317VH;15;0.39;2.3;5.94;9.05
FAG;NUP2318E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NUP2318VH;14;0.38;2.14;5.44;8.55
FAG;NUP2319VH;14;0.38;2.14;5.44;8.55
FAG;NUP2320E;13;0.4;2.39;5.19;7.8
FAG;NUP2320ED.TV;13;0.4;2.39;5.19;7.8
FAG;NUP2320VH;14;0.38;2.14;5.44;8.55
FAG;NUP2322E;13;0.4;2.5;5.25;7.74
FAG;NUP2322E.TVP2;13;0.4;2.5;5.25;7.74
FAG;NUP2324E;13;0.4;2.42;5.21;7.78
FAG;NUP2324E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NUP2326E;14;0.4;2.49;5.64;8.35
FAG;NUP2328E;14;0.4;2.54;5.67;8.32
FAG;NUP2328E.TVP2;14;0.4;2.54;5.67;8.32
FAG;NUP232E;19;0.43;3.47;8.16;10.83
FAG;NUP232(ETVP2);19;0.43;3.47;8.16;10.83
FAG;NUP2330E;14;0.4;2.55;5.67;8.32
FAG;NUP2330E.TVP2;14;0.38;2.14;5.44;8.55
FAG;NUP2330VH;14;0.38;2.14;5.44;8.55
FAG;NUP2332E;14;0.4;2.53;5.66;8.33
FAG;NUP2332VH;14;0.38;2.14;5.44;8.55
FAG;NUP2334;15;0.41;2.85;6.22;8.77
FAG;NUP2334E.TVP2;15;0.41;2.85;6.22;8.77
FAG;NUP2334VH;14;0.38;2.14;5.44;8.55
FAG;NUP2336;15;0.41;2.83;6.21;8.78
FAG;NUP2336E.TVP2;15;0.39;2.3;5.94;9.05
FAG;NUP2336VH;15;0.39;2.3;5.94;9.05
FAG;NUP2338;15;0.41;2.86;6.22;8.77
FAG;NUP2338VH;14;0.38;2.14;5.44;8.55
FAG;NUP2340;15;0.41;3.01;6.29;8.71
FAG;NUP2340VH;14;0.38;6.03;5.44;8.55
FAG;NUP2344;15;0.41;2.95;6.26;8.73
FAG;NUP2344E.TVP2;15;0.41;2.95;6.26;8.73
FAG;NUP2348;16;0.41;3;6.7;9.29
FAG;NUP234E;18;0.42;3.3;7.66;10.33
FAG;NUP234(ETVP2);18;0.42;3.3;7.66;10.33
FAG;NUP2352;16;0.42;3.04;6.72;9.28
FAG;NUP236E;19;0.42;3.44;8.14;10.85
FAG;NUP236(ETVP2);19;0.42;3.44;8.14;10.85
FAG;NUP238E;19;0.42;3.45;8.15;10.84
FAG;NUP240E;19;0.42;3.46;8.15;10.84
FAG;NUP244;19;0.43;3.81;8.27;10.72
FAG;NUP244(ETVP2);19;0.43;3.81;8.27;10.72
FAG;NUP248;19;0.43;3.71;8.24;10.75
FAG;NUP252;19;0.43;3.63;8.21;10.78
FAG;NUP256;19;0.43;3.83;8.28;10.71
FAG;NUP256(ETVP2);19;0.43;3.83;8.28;10.71
FAG;NUP260;19;0.43;3.68;8.23;10.76
FAG;NUP264;19;0.43;3.68;8.23;10.76
FAG;NUP303E.TVP2;10;0.37;1.88;3.75;6.24
FAG;NUP304E;10;0.37;1.9;3.76;6.23
FAG;NUP305E;11;0.38;2.08;4.25;6.75
FAG;NUP306E;12;0.39;2.23;4.71;7.28
FAG;NUP306E.TVP2;12;0.39;2.23;4.71;7.28
FAG;NUP307E;12;0.39;2.32;4.76;7.23
FAG;NUP308E;12;0.39;2.25;4.72;7.27
FAG;NUP309E;13;0.39;2.34;5.17;7.82
FAG;NUP309E.TVP2;13;0.39;2.34;5.17;7.82
FAG;NUP310E;13;0.4;2.43;5.21;7.78
FAG;NUP311E;13;0.39;2.35;5.17;7.82
FAG;NUP312E;13;0.4;2.42;5.21;7.78
FAG;NUP312E.TVP2;13;0.4;2.42;5.21;7.78
FAG;NUP313E;13;0.39;2.36;5.18;7.81
FAG;NUP314E;13;0.4;2.42;5.21;7.78
FAG;NUP315E;13;0.39;2.37;5.18;7.81
FAG;NUP315E.TVP2;13;0.39;2.37;5.18;7.81
FAG;NUP316E;13;0.4;2.42;5.21;7.79
FAG;NUP317E;13;0.4;2.48;5.23;7.76
FAG;NUP318E;13;0.4;2.42;5.21;7.78
FAG;NUP318E.TVP2;13;0.4;2.42;5.21;7.78
FAG;NUP319E;14;0.4;2.57;5.68;8.31
FAG;NUP320E;13;0.4;2.39;5.19;7.8
FAG;NUP321E;13;0.39;2.35;5.17;7.82
FAG;NUP321E.TVP2;13;0.39;2.35;5.17;7.82
FAG;NUP322E;13;0.4;2.5;5.25;7.74
FAG;NUP324E;13;0.4;2.42;5.21;7.78
FAG;NUP326E;13;0.4;2.49;5.24;7.75
FAG;NUP326E.TVP2;13;0.4;2.49;5.24;7.75
FAG;NUP328E;14;0.4;2.54;5.67;8.32
FAG;NUP330E;15;0.4;2.55;6.08;8.91
FAG;NUP332E;14;0.4;2.53;5.66;8.33
FAG;NUP332E.TVP2;14;0.4;2.53;5.66;8.33
FAG;NUP334;15;0.41;2.85;6.22;8.77
FAG;NUP336;15;0.41;2.83;6.21;8.78
FAG;NUP338;15;0.41;2.86;6.22;8.77
FAG;NUP338E.TVP2;15;0.41;2.86;6.22;8.77
FAG;NUP340;15;0.41;3.01;6.29;8.71
FAG;NUP405M;9;0.38;1.99;3.43;5.56
FAG;NUP407;10;0.39;2.15;3.89;6.1
FAG;NUP408M;10;0.38;2.09;3.86;6.13
FAG;NUP410;10;0.39;2.16;3.89;6.1
FAG;NUP411M;11;0.39;2.32;4.36;6.63
FAG;NUP413;11;0.39;2.33;4.37;6.62
FAG;NUP414M;11;0.39;2.32;4.36;6.63
FAG;NUP416;11;0.39;2.22;4.32;6.67
FAG;NUP417M;11;0.39;2.15;4.28;6.71
FAG;NUP419;12;0.39;2.36;4.78;7.21
FAG;NUP420M;12;0.39;2.32;4.76;7.23
FAG;NUP422;12;0.39;2.33;4.76;7.23
FAG;NUP424M;12;0.39;2.28;4.74;7.25
FAG;Prawema B Axis;55;0.479;20.794;26.36;28.64
FAG;QJ200;10;0.4;2.03;4.08;5.91
FAG;QJ202;8;0.38;1.99;3.05;4.94
FAG;QJ203;11;0.4;2.04;4.5;6.49
FAG;QJ205;9;0.39;2.3;3.56;5.43
FAG;QJ206 (A);11;0.4;2.12;4.47;6.52
FAG;QJ206 (B);13;0.42;2.35;5.46;7.53
FAG;QJ207 (A);12;0.41;2.33;4.97;7.02
FAG;QJ207 (B);13;0.42;2.34;5.46;7.53
FAG;QJ208 (A);12;0.41;2.29;4.96;7.04
FAG;QJ208 (B);14;0.42;2.46;5.93;8.06
FAG;QJ209 (A);14;0.41;2.43;5.85;8.14
FAG;QJ209 (B);14;0.42;2.5;5.95;8.04
FAG;QJ210 (A);14;0.42;2.69;5.96;8.04
FAG;QJ210 (B);15;0.43;2.7;6.45;8.54
FAG;QJ211 (A);15;0.42;2.65;6.36;8.63
FAG;QJ211 (B);15;0.42;2.65;6.44;8.55
FAG;QJ212 (A);15;0.42;2.61;6.35;8.64
FAG;QJ212 (B);15;0.42;2.62;6.42;8.57
FAG;QJ213 (A);14;0.42;2.65;5.94;8.05
FAG;QJ213 (B);16;0.43;2.72;6.89;9.1
FAG;QJ214 (A);16;0.42;2.73;6.82;9.17
FAG;QJ214 (B);16;0.43;2.73;6.9;9.09
FAG;QJ215 (A);16;0.42;2.78;6.84;9.15
FAG;QJ215 (B);16;0.43;2.88;6.95;9.04
FAG;QJ216 (A);15;0.42;2.82;6.43;8.56
FAG;QJ216 (B);16;0.43;2.83;6.93;9.06
FAG;QJ217 (A);15;0.42;2.78;6.42;8.57
FAG;QJ217 (B);17;0.43;2.91;7.4;9.6
FAG;QJ218 (A);16;0.42;2.75;6.83;9.16
FAG;QJ218 (B);16;0.43;2.76;6.91;9.09
FAG;QJ219 (A);15;0.42;2.72;6.39;8.6
FAG;QJ219 (B);15;0.43;2.72;6.46;8.53
FAG;QJ220 (A);15;0.42;2.69;6.38;8.61
FAG;QJ220 (B);15;0.43;2.7;6.45;8.54
FAG;QJ221 (A);15;0.42;2.75;6.4;8.59
FAG;QJ221 (B);15;0.43;2.67;6.44;8.55
FAG;QJ222 (A);15;0.42;2.75;6.41;8.59
FAG;QJ222 (B);15;0.42;2.65;6.44;8.55
FAG;QJ224 (A);15;0.42;2.73;6.4;8.6
FAG;QJ224 (B);15;0.43;2.72;6.46;8.53
FAG;QJ226 (A);16;0.43;2.94;6.9;9.09
FAG;QJ226 (B);16;0.43;2.78;6.91;9.08
FAG;QJ228 (A);17;0.43;3.09;7.39;9.6
FAG;QJ228 (B);16;0.43;2.87;6.95;9.04
FAG;QJ230 (A);17;0.43;3.09;7.39;9.6
FAG;QJ230 (B);16;0.43;2.82;6.93;9.06
FAG;QJ230MSKR;17;0.43;3.09;7.39;9.6
FAG;QJ232;17;0.43;3.16;7.41;9.58
FAG;QJ234;17;0.43;3.09;7.39;9.6
FAG;QJ236 (A);18;0.43;3.22;7.87;10.12
FAG;QJ236 (B);12;0.42;3.35;5.12;6.87
FAG;QJ238;18;0.43;3.26;7.88;10.11
FAG;QJ240;18;0.43;3.21;7.87;10.12
FAG;QJ244 (A);17;0.43;2.99;7.35;9.64
FAG;QJ244 (B);11;0.42;3.29;4.68;6.31
FAG;QJ248;17;0.43;3.09;7.39;9.6
FAG;QJ300;6;0.34;1.41;2.04;3.95
FAG;QJ302;7;0.36;1.65;2.52;4.47
FAG;QJ303;9;0.38;1.59;3.47;5.52
FAG;QJ305 (A);10;0.38;1.72;3.87;6.13
FAG;QJ305 (B);7;0.36;1.75;2.57;4.42
FAG;QJ306 (A);10;0.38;1.72;3.87;6.12
FAG;QJ306 (B);8;0.37;1.95;3.03;4.96
FAG;QJ307 (A);12;0.4;2.05;4.84;7.15
FAG;QJ307 (B);8;0.38;2.01;3.06;4.93
FAG;QJ308 (A);11;0.39;1.86;4.34;6.65
FAG;QJ308 (B);8;0.38;1.97;3.04;4.95
FAG;QJ309 (A);11;0.39;1.9;4.36;6.63
FAG;QJ309 (B);8;0.37;1.95;3.03;4.96
FAG;QJ310 (A);11;0.4;2.02;4.42;6.57
FAG;QJ310 (B);8;0.38;1.98;3.04;4.95
FAG;QJ311 (A);11;0.4;2.04;4.43;6.56
FAG;QJ311 (B);8;0.37;1.93;3.02;4.97
FAG;QJ312 (A);11;0.4;2.05;4.44;6.55
FAG;QJ312 (B);8;0.38;2.02;3.06;4.93
FAG;QJ313 (A);11;0.4;2.07;4.45;6.54
FAG;QJ313 (B);8;0.38;2.03;3.07;4.92
FAG;QJ314 (A);11;0.4;2.08;4.46;6.54
FAG;QJ314 (B);8;0.38;2.05;3.07;4.92
FAG;QJ315 (A);12;0.4;2.1;4.87;7.12
FAG;QJ315 (B);8;0.38;2.06;3.08;4.91
FAG;QJ316 (A);11;0.4;2.07;4.45;6.54
FAG;QJ316 (B);8;0.38;2.07;3.08;4.91
FAG;QJ317 (A);12;0.4;2.13;4.88;7.11
FAG;QJ317 (B);7;0.38;2.02;2.68;4.31
FAG;QJ318 (A);11;0.4;2.11;4.47;6.53
FAG;QJ318 (B);9;0.39;2.34;3.58;5.41
FAG;QJ319 (A);12;0.4;2.13;4.88;7.11
FAG;QJ319 (B);9;0.39;2.35;3.58;5.41
FAG;QJ320 (A);11;0.4;1.98;4.41;6.59
FAG;QJ320 (B);9;0.39;2.29;3.56;5.43
FAG;QJ321 (A);12;0.4;2.15;4.89;7.1
FAG;QJ321 (B);9;0.39;2.29;3.56;5.43
FAG;QJ322 (A);12;0.41;2.22;4.93;7.07
FAG;QJ322 (B);9;0.39;2.29;3.56;5.43
FAG;QJ324 (A);12;0.41;2.22;4.93;7.06
FAG;QJ324 (B);8;0.38;2.15;3.11;4.88
FAG;QJ326 (A);13;0.41;2.32;5.38;7.61
FAG;QJ326 (B);8;0.39;2.19;3.13;4.86
FAG;QJ328 (A);13;0.41;2.31;5.38;7.61
FAG;QJ328 (B);8;0.39;2.2;3.13;4.86
FAG;QJ330 (A);13;0.41;2.32;5.39;7.61
FAG;QJ330 (B);9;0.39;2.29;3.56;5.43
FAG;QJ332 (A);12;0.4;2.17;4.9;7.09
FAG;QJ332 (B);9;0.39;2.35;3.58;5.41
FAG;QJ334;13;0.41;2.38;5.41;7.58
FAG;QJ334MSKR;13;0.41;2.38;5.41;7.58
FAG;QJ336;12;0.4;2.18;4.91;7.08
FAG;QJ338;9;0.4;2.4;3.6;5.4
FAG;QJ344;13;0.412;2.2559;5.3564;7.6436
FAG;QJ344N2;13;0.412;2.2559;5.3564;7.6436
FAG;S3503;8;0.38;2;3.05;4.94
FAG;S35032RSR;8;0.38;2;3.05;4.94
FAG;S3504;8;0.38;2;3.05;4.94
FAG;S35042RSR;8;0.38;2;3.05;4.94
FAG;S3505;9;0.39;2.3;3.56;5.43
FAG;S35052RSR;9;0.39;2.3;3.56;5.43
FAG;S3506;9;0.39;2.61;3.56;5.43
FAG;S35062RSR;9;0.39;2.61;3.56;5.43
FAG;S3507;9;0.39;2.29;3.56;5.43
FAG;S35072RSR;9;0.39;2.29;3.56;5.43
FAG;S3508;9;0.4;2.42;3.6;5.39
FAG;S35082RSR;9;0.4;2.42;3.6;5.39
FAG;S3509;9;0.4;2.46;3.62;5.37
FAG;S35092RSR;9;0.4;2.46;3.62;5.37
FAG;S3604;7;0.36;2;2.52;4.47
FAG;S36042RSR;7;0.36;2;2.52;4.47
FAG;S3605;7;0.36;2;2.57;4.42
FAG;S36052RSR;7;0.36;2;2.57;4.42
FAG;S3606;8;0.37;2;3.03;4.96
FAG;S3607;8;0.38;2;3.06;4.93
FAG;S36072RSR;8;0.38;2;3.06;4.93
FAG;S3608;8;0.38;2;3.04;4.95
FAG;S36082RSR;8;0.38;2;3.04;4.95
FAG;S3609;8;0.37;2;3.03;4.96
FAG;S3610;8;0.38;2;3.04;4.95
FAG;S36102RSR;8;0.38;2;3.04;4.95
FAG;S3611;8;0.37;2;3.02;4.97
FAG;S36112RSR;8;0.37;2;3.02;4.97
FAG;S3612;8;0.38;2;3.06;4.93
FAG;S60002RSR.W203B;7;0.36;1.75;2.57;4.42
FAG;S6001W203B;8;0.38;1.98;3.04;4.95
FAG;S60032RSR.W203B;10;0.4;2.63;4.08;5.91
FAG;S6004W203B;9;0.39;2.33;3.57;5.42
FAG;S60062RSR.W203B;11;0.41;2.95;4.59;6.4
FAG;S6007W203B;11;0.41;2.94;4.59;6.4
FAG;S60092RSR.W203B;13;0.42;3.45;5.57;7.42
FAG;S6010W203B;14;0.43;3.75;6.08;7.91
FAG;S60122RSR.W203B;14;0.43;3.68;6.06;7.93
FAG;S6013W203B;15;0.43;3.93;6.56;8.43
FAG;S60152RSR.W203B;15;0.43;3.89;6.55;8.44
FAG;S6016W203B;14;0.43;3.73;6.07;7.92
FAG;S60182RSR.W203B;14;0.43;3.74;6.08;7.91
FAG;S6019W203B;15;0.43;3.91;6.55;8.44
FAG;S60212RSR.W203B;15;0.43;3.95;6.56;8.43
FAG;S6022W203B;14;0.43;3.82;6.1;7.9
FAG;S60262RSR.W203B;15;0.43;3.96;6.56;8.43
FAG;S6028W203B;16;0.44;4.2;7.06;8.93
FAG;S60322RSR.W203B;16;0.44;4.19;7.06;8.94
FAG;S6034W203B;15;0.43;3.92;6.55;8.44
FAG;S60382RSR.W203B;15;0.43;3.93;6.56;8.43
FAG;S6040W203B;14;0.43;3.79;6.09;7.9
FAG;S6200W203B;7;0.36;1.66;2.52;4.47
FAG;S62012RSR.W203;9;0.39;1.75;3.56;5.44
FAG;S62022RSR.W203;8;0.38;1.99;3.05;4.94
FAG;S6202W203B;11;0.4;2.01;4.48;6.51
FAG;S6203W203B;8;0.38;1.99;3.05;4.94
FAG;S62042RSR.W203;11;0.4;2.04;4.5;6.49
FAG;S62052RSR.W203;9;0.39;2.3;3.56;5.43
FAG;S6205W203B;13;0.42;2.36;5.47;7.52
FAG;S62062RSR.W203;11;0.4;2.12;4.47;6.52
FAG;S6206W203B;11;0.4;2.12;4.47;6.52
FAG;S62072RSR.W203;12;0.41;2.33;4.97;7.02
FAG;S6207W203B;12;0.41;2.33;4.97;7.02
FAG;S62082RSR.W203;12;0.41;2.29;4.96;7.04
FAG;S6208W203B;12;0.41;2.29;4.96;7.04
FAG;S62092RSR.W203;14;0.41;2.43;5.85;8.14
FAG;S6209W203B;14;0.41;2.43;5.85;8.14
FAG;S62102RSR.W203;14;0.42;2.69;5.96;8.04
FAG;S6210W203B;14;0.42;2.69;5.96;8.04
FAG;S62112RSR.W203;15;0.42;2.65;6.36;8.63
FAG;S6211W203B;15;0.42;2.65;6.36;8.63
FAG;S62122RSR.W203;15;0.42;2.61;6.35;8.64
FAG;S6212W203B;15;0.42;2.61;6.35;8.64
FAG;S62132RSR.W203;14;0.42;2.65;5.94;8.05
FAG;S6213W203B;14;0.42;2.65;5.94;8.05
FAG;S62142RSR.W203;16;0.42;2.73;6.82;9.17
FAG;S6214W203B;16;0.42;2.73;6.82;9.17
FAG;S62152RSR.W203;16;0.42;2.78;6.84;9.15
FAG;S6215W203B;16;0.42;2.78;6.84;9.15
FAG;S62162RSR.W203;15;0.42;2.82;6.43;8.56
FAG;S6216W203B;15;0.42;2.82;6.43;8.56
FAG;S62172RSR.W203;15;0.42;2.78;6.42;8.57
FAG;S6217W203B;15;0.42;2.78;6.42;8.57
FAG;S62182RSR.W203;16;0.42;2.75;6.83;9.16
FAG;S6218W203B;16;0.42;2.75;6.83;9.16
FAG;S62192RSR.W203;15;0.42;2.72;6.39;8.6
FAG;S6219W203B;15;0.42;2.72;6.39;8.6
FAG;S62202RSR.W203;15;0.42;2.69;6.38;8.61
FAG;S6220W203B;15;0.42;2.69;6.38;8.61
FAG;S62212RSR.W203;15;0.42;2.75;6.4;8.59
FAG;S6221W203B;15;0.42;2.75;6.4;8.59
FAG;S62222RSR.W203;15;0.42;2.75;6.41;8.59
FAG;S6222W203B;15;0.42;2.75;6.41;8.59
FAG;S62242RSR.W203;15;0.42;2.73;6.4;8.6
FAG;S6224W203B;15;0.42;2.73;6.4;8.6
FAG;S62262RSR.W203;16;0.43;2.94;6.9;9.09
FAG;S6226W203B;16;0.43;2.94;6.9;9.09
FAG;S62282RSR.W203;17;0.43;3.09;7.39;9.6
FAG;S6228W203B;17;0.43;3.09;7.39;9.6
FAG;S62302RSR.W203;17;0.43;3.09;7.39;9.6
FAG;S6230W203B;17;0.43;3.09;7.39;9.6
FAG;S6232W203B;12;0.42;3.3;5.11;6.88
FAG;S62342RSR.W203;17;0.43;3.09;7.39;9.6
FAG;S62362RSR.W203;12;0.42;3.35;5.12;6.87
FAG;S6236W203B;18;0.43;3.22;7.87;10.12
FAG;S6238W203B;11;0.42;3.13;4.64;6.35
FAG;S62402RSR.W203;18;0.43;3.21;7.87;10.12
FAG;S62442RSR.W203;11;0.42;3.29;4.68;6.31
FAG;S6244W203B;17;0.43;2.99;7.35;9.64
FAG;S6248W203B;12;0.42;3.27;5.1;6.89
FAG;S6252W203B;12;0.42;3.25;5.09;6.9
FAG;S63002RSR.W203B;6;0.34;1.41;2.04;3.95
FAG;S63012RSR.W203B;8;0.37;1.44;3;4.99
FAG;S63022RSR.W203B;7;0.36;1.65;2.52;4.47
FAG;S6302W203B;9;0.38;1.58;3.47;5.52
FAG;S6303W203B;7;0.36;1.69;2.54;4.45
FAG;S63042RSR.W203B;10;0.39;1.71;3.93;6.06
FAG;S63052RSR.W203B;7;0.36;1.75;2.57;4.42
FAG;S6305W203B;7;0.36;1.75;2.57;4.42
FAG;S63062RSR.W203B;8;0.37;1.95;3.03;4.96
FAG;S6306W203B;8;0.37;1.95;3.03;4.96
FAG;S63072RSR.W203B;8;0.38;2.01;3.06;4.93
FAG;S6307W203B;8;0.38;2.01;3.06;4.93
FAG;S63082RSR.W203B;8;0.38;1.97;3.04;4.95
FAG;S6308W203B;8;0.38;1.97;3.04;4.95
FAG;S63092RSR.W203B;8;0.37;1.95;3.03;4.96
FAG;S6309W203B;8;0.37;1.95;3.03;4.96
FAG;S63102RSR.W203B;8;0.38;1.98;3.04;4.95
FAG;S6310W203B;8;0.38;1.98;3.04;4.95
FAG;S63112RSR.W203B;8;0.37;1.93;3.02;4.97
FAG;S6311W203B;8;0.37;1.93;3.02;4.97
FAG;S63122RSR.W203B;8;0.38;2.02;3.06;4.93
FAG;S6312W203B;8;0.38;2.02;3.06;4.93
FAG;S63132RSR.W203B;8;0.38;2.03;3.07;4.92
FAG;S6313W203B;8;0.38;2.03;3.07;4.92
FAG;S63142RSR.W203B;8;0.38;2.05;3.07;4.92
FAG;S6314W203B;8;0.38;2.05;3.07;4.92
FAG;S63152RSR.W203B;8;0.38;2.06;3.08;4.91
FAG;S6315W203B;8;0.38;2.06;3.08;4.91
FAG;S63162RSR.W203B;8;0.38;2.07;3.08;4.91
FAG;S6316W203B;8;0.38;2.07;3.08;4.91
FAG;S63172RSR.W203B;7;0.38;2.02;2.68;4.31
FAG;S6317W203B;7;0.38;2.02;2.68;4.31
FAG;S63182RSR.W203B;9;0.39;2.34;3.58;5.41
FAG;S6318W203B;9;0.39;2.34;3.58;5.41
FAG;S63192RSR.W203B;9;0.39;2.35;3.58;5.41
FAG;S6319W203B;9;0.39;2.35;3.58;5.41
FAG;S63202RSR.W203B;9;0.39;2.29;3.56;5.43
FAG;S6320W203B;9;0.39;2.29;3.56;5.43
FAG;S63212RSR.W203B;9;0.39;2.29;3.56;5.43
FAG;S6321W203B;9;0.39;2.29;3.56;5.43
FAG;S63222RSR.W203B;9;0.39;2.29;3.56;5.43
FAG;S6322W203B;9;0.39;2.29;3.56;5.43
FAG;S63242RSR.W203B;8;0.38;2.15;3.11;4.88
FAG;S6324W203B;8;0.38;2.15;3.11;4.88
FAG;S63262RSR.W203B;8;0.39;2.19;3.13;4.86
FAG;S6326W203B;8;0.39;2.19;3.13;4.86
FAG;S63282RSR.W203B;8;0.39;2.2;3.13;4.86
FAG;S6328W203B;8;0.39;2.2;3.13;4.86
FAG;S63302RSR.W203B;9;0.39;2.29;3.56;5.43
FAG;S6330W203B;9;0.39;2.29;3.56;5.43
FAG;S63322RSR.W203B;9;0.39;2.35;3.58;5.41
FAG;S6332W203B;12;0.4;2.17;4.9;7.09
FAG;S6334W203B;9;0.39;2.35;3.58;5.41
FAG;S63362RSR.W203B;12;0.4;2.18;4.91;7.08
FAG;S63382RSR.W203B;9;0.4;2.4;3.6;5.4
FAG;S6340W203B;9;0.4;2.47;3.62;5.37
FAG;S63482RSR.W203B;9;0.4;2.55;3.65;5.35
FAG;SAF22215ES;17;0.4;2.4;5.63;11.37
FAG;SAF22216;19;0.42;3.32;8.11;10.88
FAG;SAF22216EAS;19;0.42;3.32;8.11;10.88
FAG;SAF22216ES;19;0.42;3.32;8.11;10.88
FAG;SAF22217;18;0.42;3.14;7.51;10.38
FAG;SAF22217EAS (A);18;0.42;3.14;7.61;10.38
FAG;SAF22217EAS (B);16;0.4;2.4;5.63;10.38
FAG;SAF22217ES (A);18;0.42;3.14;7.51;10.38
FAG;SAF22217ES (B);16;0.4;2.4;5.63;10.38
FAG;SAF22218;18;0.42;3.14;7.61;10.38
FAG;SAF22218ES (A);18;0.42;3.14;7.61;10.38
FAG;SAF22218ES (B);14;0.4;4.9;5.63;8.36
